Chave;Status;Tipo Venda;CD;Fornecedor;Oferta;Indústria;Projeto Conectividade;Descr Proj/VAN;Cliente;CNPJ;UF;Código Bandeira;Descrição Bandeira;Produto;Descrição Produto;Código EAN;Tipo estratégico;Pedido Venda;Pedido OL;Nr. Nota;Data;DC. Ent;Margem;Qtd;VPF;% DC PDV Comercial;% Desc. Comercial Industria;% Desc. Financeiro Industria;% Ressarc;Vlr. Ressar. Dinheiro;Vlr. Ressar. Repos. Mercadoria;A.D.;DANFE;% Soma OL;Vlr Ressarc Desc Soma OL;% Soma OL Financ;Vlr Soma OL Financ;% Desconto Adicional;Vlr Voucher Ind;% ICMS Destino;% ICMS Origem;% Repasse;Tipo Proj;Desconto Entrada MSD;Margem MSD;PF MSD;Desconto Funcional;Ressarcimento Funcional
05287536000153-487805-7897572020191-12890935-50-3;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E00779 - JAN CARLA;05287536000153;BA;13148;MULTMAIS;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12890935;12890935;487805;2024-07-19 00:00:00;8,5;7;3;741,27;50;50;0;38,56;285,82;0;394140;29240761940292005520550160004878051865521095;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;279,914175
15629579000204-441782-7897572020177-12872510-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E00045 - FSR LJ 02;15629579000204;BA;14421;MULTMAIS SILVA ROCHA;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12872510;12872510;441782;2024-07-05 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;392763;29240761940292005520550160004417821864976180;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
15629579000204-481999-7897572020177-12887719-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E00045 - FSR LJ 02;15629579000204;BA;14421;MULTMAIS SILVA ROCHA;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12887719;12887719;481999;2024-07-17 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394140;29240761940292005520550160004819991865404247;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
08782432000103-506567-7897572020177-12898965-50-3;Chave não localizada;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E04477 - R A GOMES;08782432000103;BA;10437;INDIVIDUAL;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12898965;12898965;506567;2024-07-25 00:00:00;8,5;7;3;741,27;50;50;0;38,56;285,81;0;394885;29240761940292005520550160005065671865718641;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;;
08033188000186-426538-7897572020184-12864060-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E01806 - FERNANDES;08033188000186;BA;13148;MULTMAIS;100056;JANUMET 50 500MG C 56 COMP;7897572020184;Diabetes;0000RCV12864060;12864060;426538;2024-07-01 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;392763;29240761940292005520550160004265381864794371;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
08033188000186-510375-7897572020184-12900154-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E01806 - FERNANDES;08033188000186;BA;13148;MULTMAIS;100056;JANUMET 50 500MG C 56 COMP;7897572020184;Diabetes;0000RCV12900154;12900154;510375;2024-07-26 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;29240761940292005520550160005103751865768646;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
03619471000170-429918-7897572020191-12865669-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E01211 - BORGES FAR;03619471000170;BA;13148;MULTMAIS;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12865669;12865669;429918;2024-07-02 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;392763;29240761940292005520550160004299181864834503;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
15600422000175-96075-7897572020177-12867889-50-2;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E01471 - RODRIGO SA;15600422000175;SE;15755;ABRAFAD LUCREMAIS RODRIGO;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12867889;12867889;96075;2024-07-03 00:00:00;8,5;7;2;485,02;50;50;0;39,29;190,54;0;392763;28240761940292006178550020000960751914873402;0;0;0;0;0;;19;0;0;;8,5;6;239,55;50;186,60945
04879055000174-497134-7897572020191-12893397-30-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E01162 - DROGARIA S;04879055000174;BA;13150;FECOFAR REDEMED;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12893397;12893397;497134;2024-07-22 00:00:00;8,5;7;1;247,09;30;30;0;22,66;55,98;0;394885;29240761940292005520550160004971341865589215;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;30;54,018525
15708605000109-432090-7897572020191-12868880-50-2;Chave não localizada;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E03425 - PROFAL COM;15708605000109;BA;13151;FECOFAR REDEMED FARMA CERTA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12868880;12868880;432090;2024-07-03 00:00:00;8,5;7;2;494,18;50;50;0;38,56;190,54;0;392763;29240761940292005520550160004320901864858602;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;;
20184554000101-526146-7897572020191-12903963-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E05739 - A J RAMOS;20184554000101;BA;14305;ULTRAPOPULAR FARMARCAS;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12903963;12903963;526146;2024-07-31 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;29240761940292005520550160005261461865935826;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
18810957000169-498536-7897572020191-12895953-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E05505 - SENADOR CO;18810957000169;BA;14073;AUGEFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12895953;12895953;498536;2024-07-23 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;29240761940292005520550160004985361865613249;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
18810957000169-514736-7897572020191-12901806-50-4;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E05505 - SENADOR CO;18810957000169;BA;14073;AUGEFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12901806;12901806;514736;2024-07-29 00:00:00;8,5;7;4;988,36;50;50;0;38,56;381,09;0;394885;29240761940292005520550160005147361865843321;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;373,2189
74096157000107-431061-7897572020290-12867683-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E03312 - FCIA CACHO;74096157000107;BA;13148;MULTMAIS;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12867683;12867683;431061;2024-07-02 00:00:00;8,5;7;1;250,73;50;50;0;38,56;96,68;0;392763;29240761940292005520550160004310611864817268;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;94,67966
05531235000638-508757-7897572020191-12898586-50-3;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E04199 - CERQUEIRA;05531235000638;BA;13149;BOAFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12898586;12898586;508757;2024-07-25 00:00:00;8,5;7;3;741,27;50;50;0;38,56;285,82;0;394885;29240761940292005520550160005087571865724670;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;279,914175
15629579000719-526529-7897572020290-12902713-30-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E05166 - F S R LJ 6;15629579000719;BA;14421;MULTMAIS SILVA ROCHA;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12902713;12902713;526529;2024-07-31 00:00:00;8,5;7;1;250,73;30;30;0;22,66;56,81;0;394885;29240761940292005520550160005265291865969390;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;30;54,81454
17341499000101-98734-7897572020290-12878143-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E05321 - MARIA IZAB;17341499000101;SE;13150;FECOFAR REDEMED;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12878143;12878143;98734;2024-07-09 00:00:00;8,5;7;1;246,08;50;50;0;39,29;96,67;0;393412;28240761940292006178550020000987341915101521;0;0;0;0;0;;19;0;0;;8,5;6;243,08;50;94,67966
06157981000161-495094-7897572020191-12892831-50-3;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E04614 - ANGELO MAR;06157981000161;BA;10437;INDIVIDUAL;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12892831;12892831;495094;2024-07-22 00:00:00;8,5;7;3;741,27;50;50;0;38,56;285,82;0;394885;29240761940292005520550160004950941865555012;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;279,914175
33821772000143-475516-7897572020290-12885867-50-3;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E12020 - REMEDIO BA;33821772000143;BA;10437;INDIVIDUAL;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12885867;12885867;475516;2024-07-16 00:00:00;8,5;7;3;752,19;50;50;0;38,56;290,03;0;394140;29240761940292005520550160004755161865373783;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;284,03898
48805133000161-484115-7897572020191-12890173-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E12556 - REDEMED PA;48805133000161;BA;13150;FECOFAR REDEMED;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12890173;12890173;484115;2024-07-18 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394140;29240761940292005520550160004841151865449739;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
96727482001399-514999-7897572020184-12901802-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E09933 - DROGA HIPE;96727482001399;BA;14403;REDE BRITO FEIRA;100056;JANUMET 50 500MG C 56 COMP;7897572020184;Diabetes;0000RCV12901802;12901802;514999;2024-07-29 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;29240761940292005520550160005149991865832401;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
04141466001725-443024-7897572020177-12872940-50-3;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E10107 - FARMACIAS;04141466001725;BA;14073;AUGEFARMA;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12872940;12872940;443024;2024-07-05 00:00:00;8,5;7;3;741,27;50;50;0;38,56;285,82;0;392763;29240761940292005520550160004430241864985038;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;279,914175
01693953007662-425072-7897572020290-12865259-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E08833 - VJ FARMA L;01693953007662;BA;14925;REDE INDEPENDENTE;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12865259;12865259;425072;2024-07-01 00:00:00;8,5;7;1;250,73;50;50;0;38,56;96,68;0;392763;29240761940292005520550160004250721864804717;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;94,67966
15629579000808-425182-7897572020191-12864454-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E05890 - F S R LJ 7;15629579000808;BA;14421;MULTMAIS SILVA ROCHA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12864454;12864454;425182;2024-07-01 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;392763;29240761940292005520550160004251821864790840;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
28326261000115-426225-7897572020184-12863926-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E07376 - PIRES TEIX;28326261000115;BA;10437;INDIVIDUAL;100056;JANUMET 50 500MG C 56 COMP;7897572020184;Diabetes;0000RCV12863926;12863926;426225;2024-07-01 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;392763;29240761940292005520550160004262251864769100;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
01693953004485-441764-7897572020191-12872136-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E07998 - VJ FARMA L;01693953004485;BA;14925;REDE INDEPENDENTE;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12872136;12872136;441764;2024-07-05 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;392763;29240761940292005520550160004417641865006992;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
01693953004485-431850-7897572020177-12865695-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E07998 - VJ FARMA L;01693953004485;BA;14925;REDE INDEPENDENTE;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12865695;12865695;431850;2024-07-02 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;392763;29240761940292005520550160004318501864836726;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
02684542000318-107381-7897572020177-12898351-30-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y06521 - HUMBERTO J;02684542000318;SE;15056;ABRAFAD LUCREMAIS;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12898351;12898351;107381;2024-07-25 00:00:00;8,5;7;1;242,51;30;30;0;23,09;55,98;0;394885;28240761940292006178550020001073811915730344;0;0;0;0;0;;19;0;0;;8,5;6;239,55;30;54,018525
13184254000159-96986-7897572020191-12870408-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E02113 - DROGARIA S;13184254000159;SE;14073;AUGEFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12870408;12870408;96986;2024-07-04 00:00:00;8,5;7;1;242,51;50;50;0;39,29;95,27;0;392763;28240761940292006178550020000969861914937160;0;0;0;0;0;;19;0;0;;8,5;6;239,55;50;93,304725
15708605000109-429803-7897572020191-12866740-50-3;Chave não localizada;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E03425 - PROFAL COM;15708605000109;BA;13151;FECOFAR REDEMED FARMA CERTA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12866740;12866740;429803;2024-07-02 00:00:00;8,5;7;3;741,27;50;50;0;38,56;285,81;0;392763;29240761940292005520550160004298031864808636;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;;
05531235000638-475452-7897572020191-12886097-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E04199 - CERQUEIRA;05531235000638;BA;13149;BOAFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12886097;12886097;475452;2024-07-16 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394140;29240761940292005520550160004754521865374268;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
05531235000638-475452-7897572020290-12886097-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E04199 - CERQUEIRA;05531235000638;BA;13149;BOAFARMA;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12886097;12886097;475452;2024-07-16 00:00:00;8,5;7;1;250,73;50;50;0;38,56;96,68;0;394140;29240761940292005520550160004754521865374268;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;94,67966
06157981000161-430111-7897572020177-12865889-50-3;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E04614 - ANGELO MAR;06157981000161;BA;10437;INDIVIDUAL;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12865889;12865889;430111;2024-07-02 00:00:00;8,5;7;3;741,27;50;50;0;38,56;285,82;0;392763;29240761940292005520550160004301111864815000;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;279,914175
37623130000190-457256-7897572020191-12878734-50-2;Chave não localizada;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E11001 - FARMACIA P;37623130000190;BA;14326;ABRAFAD UNIVERSAL;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12878734;12878734;457256;2024-07-10 00:00:00;8,5;7;2;494,18;50;50;0;38,56;190,54;0;393412;29240761940292005520550160004572561865133821;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;;
42896903000142-94521-7897572020290-12865248-50-3;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E10848 - BELA FARMA;42896903000142;SE;15056;ABRAFAD LUCREMAIS;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12865248;12865248;94521;2024-07-01 00:00:00;8,5;7;3;738,24;50;50;0;39,29;290,02;0;392763;28240761940292006178550020000945211914786590;0;0;0;0;0;;19;0;0;;8,5;6;243,08;50;284,03898
12715150000756-447235-7897572020191-12876380-50-2;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E12674 - DROG HIPER;12715150000756;BA;14402;REDE BRITO AMARGOSA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12876380;12876380;447235;2024-07-08 00:00:00;8,5;7;2;494,18;50;50;0;38,56;190,54;0;393412;29240761940292005520550160004472351865054677;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;186,60945
96727482001984-488863-7897572020184-12892114-50-3;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E12640 - FARME BRIT;96727482001984;BA;14403;REDE BRITO FEIRA;100056;JANUMET 50 500MG C 56 COMP;7897572020184;Diabetes;0000RCV12892114;12892114;488863;2024-07-19 00:00:00;8,5;7;3;741,27;50;50;0;38,56;285,82;0;394140;29240761940292005520550160004888631865523355;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;279,914175
37112415000167-506696-7897572020177-12898937-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E09680 - DROGAR ULT;37112415000167;BA;14305;ULTRAPOPULAR FARMARCAS;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12898937;12898937;506696;2024-07-25 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;29240761940292005520550160005066961865705555;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
20184554000365-457500-7897572020290-12878286-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E07264 - A J RAMOS;20184554000365;BA;14305;ULTRAPOPULAR FARMARCAS;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12878286;12878286;457500;2024-07-10 00:00:00;8,5;7;1;250,73;50;50;0;38,56;96,68;0;393412;29240761940292005520550160004575001865162490;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;94,67966
28326261000115-470127-7897572020191-12884094-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E07376 - PIRES TEIX;28326261000115;BA;10437;INDIVIDUAL;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12884094;12884094;470127;2024-07-15 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394140;29240761940292005520550160004701271865292391;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
29814275000140-506840-7897572020290-12898396-50-2;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E07659 - FARMACIA M;29814275000140;BA;14073;AUGEFARMA;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12898396;12898396;506840;2024-07-25 00:00:00;8,5;7;2;501,46;50;50;0;38,56;193,35;0;394885;29240761940292005520550160005068401865718342;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;189,35932
01693953006267-520332-7897572020191-12900853-30-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E08343 - VJ FARMA L;01693953006267;BA;14925;REDE INDEPENDENTE;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12900853;12900853;520332;2024-07-29 00:00:00;8,5;7;1;247,09;30;30;0;22,66;55,98;0;394885;29240761940292005520550160005203321865858897;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;30;54,018525
29847393000155-425553-7897572020191-12863949-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E08419 - DROGARIA E;29847393000155;BA;10437;INDIVIDUAL;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12863949;12863949;425553;2024-07-01 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;392763;29240761940292005520550160004255531864767406;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
06070958000640-447728-7897572020177-12875349-30-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E08029 - MELHOR PRE;06070958000640;BA;14073;AUGEFARMA;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12875349;12875349;447728;2024-07-08 00:00:00;8,5;7;1;247,09;30;30;0;22,66;55,98;0;393412;29240761940292005520550160004477281865015070;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;30;54,018525
03980582000108-453545-7897572020177-12877558-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E00531 - FCIAS MAIS;03980582000108;BA;15756;ABRAFAD LUCREMAIS M.BARATO;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12877558;12877558;453545;2024-07-09 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;393412;29240761940292005520550160004535451865081885;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
39346861007417-103206-7897572020290-12888193-30-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E02145 - CENCOSUD B;39346861007417;SE;13535;G BARBOSA;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12888193;12888193;103206;2024-07-17 00:00:00;8,5;7;1;246,08;30;30;0;23,09;56,81;0;394140;28240761940292006178550020001032061915412174;0;0;0;0;0;;19;0;0;;8,5;6;243,08;30;54,81454
05449054000233-475623-7897572020191-12886715-50-3;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E03720 - FARMACIA M;05449054000233;BA;14073;AUGEFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12886715;12886715;475623;2024-07-16 00:00:00;8,5;7;3;741,27;50;50;0;38,56;285,82;0;394140;29240761940292005520550160004756231865335164;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;279,914175
08782432000103-457358-7897572020191-12878785-50-3;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E04477 - R A GOMES;08782432000103;BA;10437;INDIVIDUAL;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12878785;12878785;457358;2024-07-10 00:00:00;8,5;7;3;741,27;50;50;0;38,56;285,82;0;393412;29240761940292005520550160004573581865158611;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;279,914175
08782432000103-457358-7897572020290-12878785-50-3;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E04477 - R A GOMES;08782432000103;BA;10437;INDIVIDUAL;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12878785;12878785;457358;2024-07-10 00:00:00;8,5;7;3;752,19;50;50;0;38,56;290,03;0;393412;29240761940292005520550160004573581865158611;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;284,03898
15629579000638-472932-7897572020290-12884528-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E00047 - F S R LJ 5;15629579000638;BA;14421;MULTMAIS SILVA ROCHA;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12884528;12884528;472932;2024-07-15 00:00:00;8,5;7;1;250,73;50;50;0;38,56;96,68;0;394140;29240761940292005520550160004729321865328550;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;94,67966
16142358000199-510678-7897572020191-12899834-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E02596 - TIVAN FARM;16142358000199;BA;13149;BOAFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12899834;12899834;510678;2024-07-26 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;29240761940292005520550160005106781865777880;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
04569313000116-492369-7897572020191-12893992-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E00430 - M L FERREI;04569313000116;BA;13148;MULTMAIS;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12893992;12893992;492369;2024-07-22 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;29240761940292005520550160004923691865551181;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
08033188000186-431269-7897572020191-12866377-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E01806 - FERNANDES;08033188000186;BA;13148;MULTMAIS;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12866377;12866377;431269;2024-07-02 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;392763;29240761940292005520550160004312691864817097;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
